package,last_modified,first_release
exdex,2019-08-06,2019-08-03
ExhaustiveSearch,2021-01-18,2021-01-15
exifr,2021-03-20,2016-02-05
exiftoolr,2020-11-10,2018-08-06
ExomeCNV,2013-07-26,2011-06-17
ExomeDepth,2020-01-09,2012-02-01
exoplanets,2021-05-17,2021-05-10
ExPanDaR,2020-12-07,2018-05-11
expands,2021-06-08,2013-10-09
ExPD2D,2012-12-22,2012-10-29
ExpDE,2018-01-10,2016-03-26
ExpDes,2021-01-06,2011-12-19
ExpDes.pt,2021-01-06,2013-05-07
expectreg,2019-08-31,2010-03-16
experDesign,2021-04-22,2020-09-08
experiment,2019-08-05,2007-06-22
expert,2008-10-02,2008-07-18
expint,2019-12-04,2016-12-20
ExplainPrediction,2018-01-07,2015-09-07
explor,2021-06-01,2015-12-15
explore,2021-06-04,2019-05-16
expm,2021-01-13,2010-07-08
expoRkit,2019-10-08,2012-10-08
export,2020-02-11,2018-10-30
ExPosition,2019-01-07,2012-06-20
expoTree,2019-01-25,2013-01-25
expp,2021-03-28,2013-12-27
expperm,2019-05-28,2019-02-08
exPrior,2020-11-22,2019-11-13
exprso,2019-11-25,2016-09-27
expSBM,2019-10-15,2019-02-11
expsmooth,2015-04-09,2009-09-07
expss,2020-11-15,2016-07-07
expstudies,2020-06-15,2019-05-17
exptest,2013-12-01,2011-12-13
exreport,2016-01-27,2015-11-20
exsic,2014-10-01,2013-03-26
ExtDist,2018-01-25,2014-05-17
extdplyr,2020-04-20,2017-02-23
extendedFamily,2021-01-20,2020-05-12
extfunnel,2012-11-01,2011-01-31
extlasso,2014-08-19,2014-07-30
extraBinomial,2012-07-09,2012-03-06
extracat,2019-03-20,2010-01-19
ExtractTrainData,2020-06-23,2019-08-29
extraDistr,2020-09-07,2016-06-08
extrafont,2014-12-08,2012-06-11
extras,2020-09-26,2020-06-16
extraTrees,2014-12-27,2012-11-28
extRatum,2021-01-18,2020-12-18
extRC,2020-10-10,2020-01-13
ExtremalDep,2020-01-16,2019-08-29
ExtremeBounds,2018-01-03,2014-02-09
extremefit,2019-05-04,2016-05-23
extremeIndex,2020-02-20,2019-10-07
ExtremeRisks,2020-08-27,2020-05-07
extRemes,2021-05-24,2004-03-19
extremeStat,2017-11-05,2016-05-12
extremevalues,2020-05-18,2009-12-03
extremis,2020-11-27,2018-10-28
extremogram,2016-10-08,2015-09-29
extWeibQuant,2014-12-04,2014-04-11
exuber,2020-12-18,2018-06-17
eye,2021-03-22,2020-06-25
eyelinker,2021-06-03,2016-04-21
eyetracking,2011-05-26,2011-05-26
eyetrackingR,2020-07-25,2015-11-06
eyeTrackR,2020-03-29,2019-10-28
ez,2016-11-02,2009-04-26
ezcox,2021-03-16,2019-10-20
ezCutoffs,2019-12-04,2019-11-15
ezec,2016-12-05,2015-11-30
ezknitr,2016-09-16,2015-12-08
ezmmek,2020-08-28,2019-12-20
ezpickr,2020-09-11,2018-11-28
ezplot,2020-11-29,2019-01-30
ezsim,2014-06-26,2011-09-13
ezsummary,2019-03-01,2015-10-16
EZtune,2020-11-26,2018-10-14
fabCI,2021-01-07,2017-01-06
fable,2021-05-16,2019-09-23
fabletools,2021-03-16,2019-08-08
fabMix,2020-02-19,2018-10-30
fabricatr,2021-02-09,2018-01-25
fabricerin,2020-08-14,2020-08-01
face,2021-05-06,2016-04-27
facebook.S4,2020-03-07,2017-07-12
FacPad,2013-12-21,2012-03-22
factas,2014-12-07,2013-07-18
FactoClass,2018-10-01,2008-11-06
factoextra,2020-04-01,2016-04-26
FactoInvestigate,2020-12-11,2017-04-11
FactoMineR,2020-12-11,2006-04-11
factor.switching,2020-04-15,2020-03-11
factorcpt,2021-05-27,2016-12-16
factorEx,2020-05-11,2019-10-01
factorial2x2,2020-04-27,2019-09-07
FactoRizationMachines,2018-02-12,2016-12-02
factorMerger,2019-07-03,2017-06-25
factorplot,2016-06-23,2014-01-09
FactorsR,2019-02-04,2017-02-17
factorstochvol,2021-02-09,2016-08-31
Factoshiny,2021-02-03,2015-02-20
FACTscorer,2018-05-03,2015-01-13
fad,2021-01-10,2020-01-24
FADA,2019-12-10,2014-07-10
FAdist,2020-04-15,2011-03-27
Fahrmeir,2016-05-31,2005-04-22
fail,2015-10-01,2012-12-04
FAiR,2017-12-19,2008-02-01
fairml,2021-04-15,2020-08-06
fairmodels,2021-05-31,2020-08-20
fairness,2021-04-14,2019-09-27
fairselect,2013-04-12,2011-08-09
faisalconjoint,2014-09-30,2012-02-23
fakemake,2021-01-20,2017-11-21
falcon,2016-04-21,2014-04-24
falconx,2017-02-24,2016-04-21
falsy,2016-05-02,2014-08-27
fame,2015-07-12,2006-12-17
FamEvent,2021-03-17,2016-02-09
Familias,2016-02-18,2012-03-08
FAMILY,2015-06-21,2014-11-04
FAmle,2017-06-13,2011-03-27
FAMoS,2020-04-14,2018-12-03
famSKATRC,2017-11-09,2017-10-12
FAMT,2013-08-09,2010-05-12
fanc,2016-12-13,2012-05-17
fANCOVA,2020-11-13,2010-10-20
fancycut,2018-06-26,2015-11-09
fanovaGraph,2019-04-22,2011-12-12
fanplot,2019-12-18,2012-07-17
fansi,2021-05-25,2018-03-23
FAOSTAT,2020-11-13,2013-02-01
faoutlier,2021-01-10,2012-04-14
faq,2021-01-24,2020-07-30
far,2015-07-20,2005-01-14
faraway,2016-02-15,2004-08-01
farff,2021-05-11,2016-09-11
fArma,2018-05-03,2007-10-02
farmR,2012-06-04,2009-09-07
FarmSelect,2018-04-19,2018-01-17
FarmTest,2020-09-07,2017-10-24
farrell,2020-09-26,2020-06-02
farsi,2018-06-17,2013-03-27
farver,2021-02-28,2018-09-17
fAsianOptions,2017-09-11,2007-10-02
fasjem,2017-08-01,2017-04-21
fAssets,2017-11-16,2007-10-08
fasstr,2020-11-07,2020-01-09
fast,2020-08-29,2009-03-27
fastai,2021-05-17,2020-11-11
FastBandChol,2015-08-26,2015-08-25
fastclime,2016-04-29,2013-03-12
fastcluster,2021-05-25,2011-03-16
fastcmh,2016-09-13,2016-08-17
fastcmprsk,2019-09-12,2019-09-07
fastcox,2017-04-24,2012-03-26
FastCUB,2020-02-12,2020-01-31
fastdigest,2015-10-08,2015-10-08
fastDummies,2020-11-29,2017-04-21
fasteraster,2017-03-20,2016-07-21
fasterize,2020-07-27,2018-03-22
FastGaSP,2019-04-12,2019-01-08
fastGHQuad,2018-09-30,2011-12-03
FastGP,2016-02-02,2015-07-23
fastGraph,2019-07-23,2016-02-09
FastHCS,2020-05-10,2014-02-18
fastHICA,2015-05-12,2014-01-16
fastHorseshoe,2017-07-14,2016-11-29
fastICA,2019-07-08,2001-08-10
FastImputation,2020-02-19,2012-04-11
fastJT,2020-10-23,2017-01-27
fastkmedoids,2020-08-03,2020-07-18
fastLink,2020-04-29,2017-07-09
fastlogranktest,2020-06-04,2019-11-07
fastLSU,2017-08-10,2016-09-20
fastM,2018-05-24,2014-02-27
fastmap,2021-01-25,2019-07-28
fastmaRching,2018-03-20,2018-01-22
fastmatch,2017-01-28,2010-12-23
fastmatrix,2021-05-08,2020-08-14
fastNaiveBayes,2020-05-04,2019-02-28
fastnet,2020-12-01,2016-12-30
FastPCS,2018-05-22,2013-04-09
fastpos,2020-09-29,2019-12-13
fastqcr,2019-01-03,2017-04-11
fastquant,2020-10-05,2020-07-10
fastR,2020-03-07,2010-11-27
fastR2,2018-08-31,2017-08-30
FastRCS,2018-05-13,2013-07-17
fastrmodels,2021-02-20,2021-02-11
fastrtext,2020-05-02,2017-09-15
FastRWeb,2020-03-09,2011-10-08
FastSF,2017-07-19,2017-07-06
fastshap,2020-02-02,2019-11-22
fastSOM,2019-11-19,2012-10-04
fastStat,2020-09-17,2019-11-22
fastText,2021-05-27,2021-05-14
fastTextR,2020-09-10,2017-05-12
fasttime,2016-10-26,2015-07-28
fastVAR,2013-06-21,2011-05-09
fat2Lpoly,2019-12-18,2014-04-02
FateID,2021-03-18,2017-11-15
FatTailsR,2021-03-12,2014-07-14
FaultTree,2020-05-03,2020-03-20
faux,2021-03-27,2020-08-19
fauxnaif,2020-09-04,2020-03-01
fauxpas,2020-04-13,2016-11-16
favir,2012-10-03,2010-04-04
FAwR,2020-11-09,2010-09-12
fbar,2020-09-02,2016-12-20
fBasics,2020-03-07,2004-07-04
fbati,2020-07-07,2008-05-25
FBFsearch,2016-11-23,2013-04-13
FBN,2012-03-26,2009-04-16
fBonds,2017-11-15,2007-10-02
fbRanks,2013-10-23,2013-03-29
fbroc,2019-03-24,2015-05-05
fbst,2021-04-12,2020-06-04
fCalendar,2011-11-02,2005-04-20
fcaR,2020-12-02,2020-01-12
fCertificates,2015-04-13,2010-05-16
fChange,2020-03-07,2017-07-29
fclust,2019-09-17,2013-06-25
fcm,2017-07-10,2017-05-25
FCMapper,2016-02-12,2015-02-06
FCNN4R,2018-08-04,2015-07-14
fCopulae,2020-03-07,2007-07-10
FCPS,2021-01-15,2020-02-11
fcros,2019-05-31,2013-06-21
FCSlib,2020-11-18,2019-08-05
fctbases,2021-02-02,2020-11-23
fcuk,2017-07-08,2017-07-07
FD,2014-08-19,2009-04-16
fda,2020-12-16,2003-12-23
fda.usc,2020-02-17,2011-01-10
fdaACF,2020-10-20,2020-01-24
fdadensity,2019-12-05,2017-10-16
fdakma,2015-05-29,2013-07-31
fdaMixed,2019-09-03,2011-08-01
fdANOVA,2018-08-29,2017-09-08
fdaoutlier,2021-03-02,2020-11-26
fdapace,2021-05-24,2016-03-13
fdaPDE,2020-05-15,2016-01-15
fdasrvf,2021-05-07,2012-09-11
fdatest,2015-02-05,2013-07-23
FDboost,2020-08-12,2014-04-22
fdcov,2017-12-21,2016-06-16
fddm,2021-04-06,2020-07-10
FDGcopulas,2020-02-19,2014-10-22
fdim,2012-12-22,2000-03-23
fdm2id,2020-12-10,2019-08-23
fDMA,2020-07-17,2017-07-10
fdq,2021-01-28,2016-11-12
fdrci,2016-11-15,2012-10-29
fdrDiscreteNull,2020-04-25,2015-02-16
FDRSeg,2017-09-20,2017-09-07
fdrtool,2021-01-06,2006-08-12
fds,2018-10-31,2009-10-08
fdth,2020-04-09,2010-05-22
FDX,2020-11-25,2020-03-19
FeaLect,2020-02-25,2010-11-03
feasts,2021-06-03,2019-08-28
feather,2019-09-15,2016-05-18
feature,2021-02-10,2006-08-19
featurefinder,2018-12-03,2018-04-06
FeatureHashing,2019-11-24,2014-12-21
FeatureImpCluster,2021-04-28,2020-05-18
features,2015-12-02,2011-08-13
featuretoolsR,2020-04-25,2019-08-07
featurizer,2017-06-11,2017-06-11
febr,2020-10-24,2018-03-09
fec16,2020-11-15,2020-07-30
fechner,2016-06-06,2009-02-16
fecR,2018-12-29,2016-11-03
FedData,2019-04-22,2015-02-13
federalregister,2015-12-22,2014-05-10
fedregs,2019-09-16,2018-07-28
fedreporter,2020-08-30,2017-10-03
FeedbackTS,2020-01-23,2013-09-26
feedeR,2020-09-29,2016-08-14
feisr,2021-02-25,2019-03-01
felp,2020-09-14,2019-06-27
femmeR,2009-02-23,2006-02-28
FENmlm,2019-09-26,2015-10-03
FEprovideR,2019-07-30,2019-06-18
FER,2021-03-05,2021-02-19
fergm,2018-10-18,2017-08-14
fermicatsR,2016-03-12,2015-05-28
FertBoot,2021-02-19,2020-07-18
FEST,2012-03-14,2009-07-18
fetchR,2020-03-07,2017-03-16
fExoticOptions,2017-11-17,2007-10-02
fExpressCertificates,2019-01-10,2013-08-30
fExtremes,2017-11-17,2004-07-04
ff,2020-10-13,2007-11-03
ffbase,2021-02-27,2011-04-07
FFD,2021-01-07,2011-08-01
FFdownload,2021-05-27,2020-10-29
fflr,2021-03-27,2020-10-27
ffmanova,2019-03-28,2006-08-19
ffscrapr,2021-05-10,2020-08-17
ffstream,2018-05-14,2016-11-13
FFTrees,2020-07-23,2016-07-12
fftw,2020-02-24,2010-01-29
fftwtools,2021-03-01,2013-03-05
fgac,2009-08-01,2006-02-08
fGarch,2020-03-07,2007-10-02
fgdr,2020-09-30,2019-10-11
fgeo,2019-06-20,2019-05-24
fgeo.analyze,2020-12-05,2019-05-20
fgeo.plot,2020-12-16,2019-05-20
fgeo.tool,2021-05-25,2019-05-13
fgeo.x,2019-06-07,2019-05-09
Fgmutils,2018-07-16,2015-10-14
FGN,2018-06-02,2007-11-23
fgpt,2015-02-19,2015-02-19
FGSG,2015-02-25,2014-04-13
fgui,2018-04-21,2008-05-25
FHDI,2020-09-22,2017-05-18
fheatmap,2017-03-26,2015-05-03
fhidata,2021-04-21,2019-04-04
fhircrackr,2020-11-24,2020-07-10
fHMM,2021-03-14,2021-02-22
FHtest,2020-09-23,2012-07-26
FIACH,2020-11-03,2015-09-30
FIAR,2019-01-25,2011-10-17
fICA,2020-03-30,2013-11-24
fieldRS,2020-03-17,2018-08-02
fields,2021-05-17,2001-07-27
FieldSim,2015-03-03,2007-09-13
fiery,2020-12-15,2016-07-04
fifer,2018-04-30,2014-04-02
fiftystater,2018-10-10,2016-11-14
filehash,2019-04-17,2005-06-29
filehashSQLite,2012-03-23,2006-11-09
filelock,2018-10-05,2018-02-07
filematrix,2018-02-21,2015-06-12
filenamer,2018-05-04,2014-12-10
fileplyr,2020-01-01,2017-02-03
filesstrings,2021-04-18,2017-02-23
FILEST,2020-04-03,2018-06-10
filling,2020-07-02,2017-12-11
fillr,2020-01-28,2019-08-02
filterviewR,2012-12-22,2012-02-29
fImport,2017-11-20,2007-10-02
finalfit,2020-07-03,2018-06-27
FinAna,2017-10-26,2016-11-09
financial,2018-06-17,2012-10-29
FinancialInstrument,2018-01-11,2012-08-23
FinancialMath,2016-12-16,2016-12-13
finbif,2021-03-27,2019-11-19
FinCal,2016-07-29,2013-07-16
finch,2020-08-11,2016-12-23
FinCovRegularization,2016-04-25,2015-03-01
findInFiles,2020-11-16,2020-10-22
FindIt,2019-11-20,2012-12-10
FindMinIC,2018-06-17,2013-09-18
findpython,2021-01-27,2014-04-03
findR,2018-03-13,2018-01-30
findviews,2016-12-24,2016-10-09
finebalance,2013-03-22,2012-10-29
FinePop,2018-10-26,2016-09-08
fingerprint,2018-01-07,2006-09-29
fingerPro,2018-08-28,2018-02-20
fingertipscharts,2020-11-22,2018-07-28
fingertipsR,2020-09-28,2017-06-18
finiteruinprob,2016-12-30,2014-05-12
finity,2020-04-23,2020-04-07
finreportr,2020-06-13,2016-03-29
FinTS,2017-07-31,2007-12-18
FiRE,2021-04-21,2019-01-02
firebehavioR,2019-03-05,2018-10-26
FiSh,2021-05-03,2019-12-16
fishbc,2021-05-12,2020-06-04
fishdata,2021-05-23,2018-02-13
FisherEM,2020-09-28,2011-05-11
fishflux,2021-03-29,2020-07-03
FisHiCal,2014-06-24,2014-04-13
fishmethods,2019-12-13,2009-01-15
fishMod,2016-09-23,2013-11-28
fishmove,2015-05-07,2012-05-16
FishResp,2021-05-12,2017-05-09
fishtree,2021-01-31,2018-11-30
fishualize,2021-04-09,2019-10-24
FisPro,2021-02-10,2019-06-14
FIT,2019-01-07,2016-07-27
fit.models,2020-08-02,2012-12-23
fit4NM,2020-05-20,2009-01-20
FitAR,2013-03-16,2008-03-02
FitARMA,2019-01-04,2010-08-15
fitbitScraper,2017-04-14,2015-01-30
fitbitViz,2021-05-20,2021-05-18
fitcoach,2017-04-24,2016-04-19
fitdistrplus,2021-05-28,2009-02-16
fitDRC,2018-06-08,2012-10-29
fitHeavyTail,2020-01-07,2019-11-22
fitODBOD,2020-01-16,2018-02-27
fitplc,2018-11-29,2016-10-19
FITSio,2021-04-03,2008-08-06
FitUltD,2019-09-11,2019-05-15
fitur,2018-09-01,2017-02-19
fitzRoy,2021-03-16,2019-11-30
fivethirtyeight,2020-08-05,2017-01-09
FixedPoint,2021-06-07,2017-12-07
fixerapi,2018-08-23,2018-04-06
fixest,2021-03-29,2019-09-03
FixSeqMTP,2017-01-05,2016-12-01
FKBL,2010-07-30,2007-10-22
FKF,2020-06-14,2009-02-12
FKF.SP,2021-05-04,2020-12-18
FKSUM,2020-04-29,2019-12-02
flacco,2020-03-31,2015-10-28
flam,2018-04-06,2014-10-13
FLAME,2020-04-03,2018-12-18
flan,2021-06-07,2016-06-03
flare,2020-05-17,2012-11-27
flashClust,2012-08-21,2009-02-05
flashlight,2021-04-21,2019-08-25
flattabler,2020-11-15,2020-06-29
flatxml,2020-12-01,2018-06-24
FLCore,2008-02-16,2005-12-21
FLEDA,2008-02-16,2006-06-01
flexclust,2018-09-25,2005-06-09
flexCrossHaz,2011-08-04,2010-03-23
flexCWM,2019-08-03,2013-07-11
flexdashboard,2020-06-24,2016-05-18
FlexGAM,2020-06-07,2018-02-21
flexmix,2020-10-12,2003-07-09
FlexParamCurve,2018-10-27,2011-09-21
flexPM,2020-02-19,2015-06-08
flexpolyline,2021-04-30,2020-06-25
flexrsurv,2020-02-19,2016-04-26
FlexScan,2020-04-07,2018-11-19
flexsurv,2021-02-22,2011-11-09
flexsurvcure,2020-08-25,2017-05-14
flextable,2021-05-17,2017-03-28
flifo,2018-07-31,2017-01-14
flightplanning,2021-01-08,2019-08-06
FLightR,2021-05-25,2016-12-15
FLIM,2018-06-17,2014-05-19
flip,2018-08-26,2011-10-12
flipdownr,2020-11-29,2020-10-24
flippant,2021-02-09,2016-12-21
flipr,2021-03-08,2021-02-16
flipscores,2020-06-20,2017-12-06
FLLat,2017-05-23,2011-06-05
float,2020-04-22,2017-11-30
flobr,2020-05-15,2018-11-14
flock,2016-11-09,2016-11-08
FloodMapper,2020-11-22,2018-05-27
flora,2020-04-28,2013-07-04
florestal,2020-10-25,2020-07-06
FlowCAr,2020-03-07,2019-06-28
flowDiv,2020-11-06,2015-10-20
flowr,2021-03-02,2015-03-29
FlowRegEnvCost,2017-10-18,2017-10-09
flows,2020-08-24,2015-07-17
FlowScreen,2019-04-05,2016-03-19
flsa,2020-02-23,2009-09-28
FLSSS,2020-09-21,2014-05-29
flubase,2014-01-01,2012-10-29
FluMoDL,2019-09-13,2019-07-28
FluOMatic,2015-08-20,2013-03-22
Flury,2021-02-15,2006-06-16
flux,2014-04-25,2011-04-11
fluxweb,2018-09-27,2018-03-09
flying,2020-02-07,2020-01-23
flyio,2020-01-31,2019-04-24
fma,2020-01-14,2012-10-29
fmbasics,2018-01-06,2017-02-12
fmcmc,2020-09-01,2019-08-27
fmdates,2018-01-05,2017-01-08
FME,2019-12-18,2009-09-18
fmlogcondens,2019-07-20,2018-03-09
FMM,2021-03-01,2021-01-22
FMP,2016-02-09,2016-01-28
fmpcloudr,2021-03-01,2020-11-03
FMradio,2019-12-16,2019-05-03
fmri,2021-01-12,2006-06-06
fmriqa,2018-02-19,2017-11-24
fmrs,2020-03-07,2016-03-27
fmsb,2021-05-11,2010-08-25
FMStable,2012-09-06,2012-08-14
fmt,2019-01-26,2012-08-30
fmtr,2021-02-22,2020-08-07
fMultivar,2020-03-07,2005-04-20
FNN,2019-02-16,2010-03-17
fNonlinear,2017-11-16,2007-10-08
foba,2020-10-28,2008-11-08
FOCI,2021-03-19,2019-12-17
focusedMDS,2017-03-31,2017-03-22
foghorn,2021-05-31,2017-02-08
foieGras,2021-04-27,2019-04-02
fold,2018-08-09,2017-04-14
folderfun,2020-07-18,2019-03-05
fontawesome,2021-04-23,2021-02-22
fontBitstreamVera,2017-02-01,2016-09-04
fontcm,2014-02-28,2012-06-12
fontquiver,2017-02-01,2016-09-04
foolbox,2018-12-15,2018-04-27
fOptions,2017-11-16,2004-07-04
foqat,2021-03-28,2021-03-18
forams,2015-07-04,2011-08-22
forcats,2021-01-27,2016-08-29
foreach,2020-10-15,2009-06-27
ForeCA,2020-06-09,2012-05-21
forecast,2021-06-01,2009-09-07
ForecastComb,2018-08-07,2017-12-17
ForecastFramework,2020-08-14,2017-06-28
forecastHybrid,2020-08-28,2016-04-16
forecasting,2009-09-07,2006-09-02
forecastML,2020-05-07,2019-10-09
forecastSNSTS,2019-09-02,2016-11-12
FoReco,2021-05-21,2020-10-01
forecTheta,2016-05-26,2015-04-15
forega,2018-04-16,2016-01-02
foreign,2020-12-22,1999-12-17
forensim,2013-09-15,2009-10-26
foreSIGHT,2020-12-17,2018-03-09
forestChange,2020-10-19,2018-12-23
forestControl,2019-11-18,2018-02-19
forestError,2021-02-11,2020-01-14
ForestFit,2021-02-06,2019-07-18
forestFloor,2020-02-19,2015-05-28
ForestGapR,2021-04-12,2018-12-30
forestinventory,2021-01-08,2016-07-06
forestmangr,2021-01-24,2018-10-26
forestmodel,2020-07-19,2015-11-26
forestplot,2020-12-12,2014-12-30
forestr,2020-04-14,2018-03-05
forestSAS,2021-02-05,2019-01-11
ForestTools,2021-03-28,2017-01-21
foretell,2019-04-08,2019-04-01
forge,2019-02-26,2018-08-31
ForImp,2015-01-02,2011-06-15
fork,2014-12-05,2003-12-19
FormalSeries,2021-02-15,2012-08-09
formatR,2021-06-01,2010-03-22
formattable,2021-01-07,2015-12-03
Formula,2020-10-16,2008-12-19
formula.tools,2018-03-01,2009-11-29
formulaic,2021-02-15,2019-08-05
formulize,2020-01-16,2018-01-09
forrel,2021-03-14,2020-01-30
FORTLS,2021-04-21,2021-03-01
FortranCallsR,2008-02-16,2006-02-21
fortunes,2016-12-29,2004-05-22
forward,2019-12-10,2003-07-04
forwards,2019-07-30,2017-08-17
fossil,2020-03-23,2008-09-28
FossilSim,2021-04-05,2018-07-28
foster,2021-03-28,2020-11-05
FourierDescriptors,2012-10-03,2010-09-05
fourierin,2019-04-07,2016-05-19
fourPNO,2019-09-24,2015-10-12
FourScores,2018-10-24,2012-10-29
fpc,2020-12-06,2003-06-28
fpca,2011-02-24,2008-03-24
fpCompare,2019-09-10,2015-04-03
FPDC,2014-12-07,2014-02-26
FPDclustering,2020-01-26,2014-12-17
fpeek,2021-03-31,2018-07-22
fplot,2020-05-08,2019-11-01
fplyr,2020-06-22,2020-03-16
fPortfolio,2020-03-07,2005-04-20
fpow,2012-11-01,2012-10-29
fpp,2013-03-14,2011-06-05
fpp2,2020-09-09,2017-02-23
fpp3,2021-02-06,2019-10-09
fptdApprox,2020-02-28,2010-04-09
fracdiff,2020-01-24,1999-05-19
fracprolif,2018-05-17,2012-04-24
FracSim,2012-04-11,2005-11-29
fractal,2020-06-09,2007-09-06
fractaldim,2014-02-24,2011-02-26
FractalParameterEstimation,2019-07-10,2015-07-01
fractalrock,2020-04-11,2009-06-08
fractional,2016-02-15,2016-02-08
fracture,2021-05-25,2020-09-03
fragility,2020-08-12,2020-04-07
fragilityindex,2020-07-08,2016-10-06
Fragman,2018-01-14,2015-09-18
frailtyEM,2019-09-22,2017-03-22
frailtyHL,2019-11-22,2011-02-06
frailtypack,2020-08-26,2005-02-22
frailtySurv,2019-04-20,2015-09-28
frair,2017-03-26,2014-02-11
Frames2,2015-12-12,2014-09-02
franc,2021-01-16,2015-11-12
FRAPO,2016-12-12,2012-12-06
FRB,2018-06-17,2009-05-13
FRBData,2014-07-28,2011-04-23
frbf,2012-06-24,2009-09-03
frbs,2019-12-15,2012-10-29
frechet,2020-12-16,2020-06-19
FrechForest,2020-07-05,2019-12-04
FREddyPro,2018-06-02,2016-09-11
fredr,2021-01-29,2018-07-28
freealg,2021-04-19,2019-09-23
freedom,2020-09-08,2020-09-02
freegroup,2018-09-25,2018-05-16
freeknotsplines,2020-03-03,2012-10-04
FreeSortR,2017-12-17,2014-07-22
freestats,2020-02-19,2014-03-29
freesurfer,2020-12-08,2016-09-07
freesurferformats,2021-05-25,2019-09-04
freetypeharfbuzz,2021-06-08,2018-06-12
FREGAT,2019-01-07,2016-03-01
fRegression,2017-11-15,2007-10-02
FRegSigCom,2020-05-19,2017-09-06
freqdom,2017-09-01,2015-09-06
freqMAP,2018-06-09,2009-06-03
freqparcoord,2016-01-17,2014-03-23
frequencies,2019-01-20,2017-06-08
frequency,2021-01-11,2018-10-28
frequencyConnectedness,2020-11-10,2017-05-02
freqweights,2019-01-23,2014-04-14
FRESA.CAD,2020-09-29,2014-09-11
fresh,2020-05-29,2019-10-21
FrF2,2020-05-30,2007-12-16
FrF2.catlg128,2013-04-19,2010-04-25
frite,2019-02-11,2018-07-01
fritools,2021-05-31,2021-01-11
FRK,2021-05-28,2017-03-07
fRLR,2018-01-25,2017-09-29
frm,2015-02-21,2014-01-13
frmhet,2016-08-04,2014-11-20
frmpd,2016-08-03,2015-02-18
frmqa,2012-11-02,2012-04-17
fromo,2019-01-30,2016-04-05
frontier,2020-04-17,2008-10-16
frontiles,2013-11-25,2012-07-17
frostr,2020-04-17,2019-06-21
frt,2021-02-15,2012-10-29
fruclimadapt,2020-10-17,2020-08-24
fs,2020-07-31,2018-01-19
FSA,2021-06-09,2015-10-08
FSAdata,2019-05-18,2015-10-06
fsbrain,2021-05-12,2019-10-30
fscaret,2018-05-08,2013-06-13
fsdaR,2020-01-14,2017-12-12
FSelector,2021-02-16,2009-05-06
FSelectorRcpp,2021-01-14,2017-03-06
fSeries,2011-11-02,2004-07-04
fsia,2017-06-23,2015-01-13
FSinR,2020-11-16,2019-12-22
FSInteract,2017-04-03,2015-05-15
FSK2R,2020-10-06,2020-05-13
fslr,2019-08-05,2014-06-13
fsMTS,2020-04-06,2020-03-25
fso,2018-06-01,2007-07-16
fSRM,2020-10-02,2014-02-03
fssemR,2019-12-01,2019-03-15
FSSF,2020-02-05,2020-01-31
fst,2020-08-27,2017-01-12
fstcore,2021-01-05,2020-05-04
fsthet,2018-03-20,2017-11-02
ftExtra,2021-03-28,2020-03-20
FTICRMS,2021-01-27,2008-05-26
ftnonpar,2012-12-10,2003-09-16
fTrading,2017-11-15,2007-10-02
ftrCOOL,2021-01-13,2020-08-31
FTRLProximal,2019-04-22,2016-11-11
fts,2018-09-14,2008-07-16
ftsa,2020-11-29,2009-09-12
fuel,2020-06-18,2019-11-25
fueleconomy,2020-03-23,2014-07-22
fullfact,2021-03-14,2016-01-23
fulltext,2021-02-13,2015-08-06
fume,2014-10-01,2012-02-11
fun,2020-10-23,2011-08-12
funbarRF,2020-10-13,2018-02-07
funchir,2020-04-13,2017-03-05
FunChisq,2021-05-19,2014-03-08
FunCluster,2008-06-20,2006-03-07
Funclustering,2018-12-03,2013-08-23
FuncMap,2018-05-25,2010-12-21
functional,2014-07-16,2011-05-28
FunctionalNetworks,2020-03-03,2014-07-02
functools,2015-09-02,2015-07-23
FunctSNP,2011-04-13,2010-01-19
funcy,2020-02-19,2015-10-17
funData,2020-04-25,2016-07-18
fundiversity,2021-05-14,2021-02-15
funFEM,2015-03-13,2014-09-11
funfits,2008-02-16,1998-10-20
fungible,2021-04-01,2015-08-18
funGp,2021-04-29,2020-04-22
funHDDC,2021-03-17,2014-09-08
fUnitRoots,2017-04-24,2007-10-02
funLBM,2021-03-17,2018-07-27
FUNLDA,2018-12-12,2017-07-07
funModeling,2020-06-15,2016-02-07
FunnelPlotR,2020-11-30,2019-09-04
FunNet,2014-01-01,2008-04-03
funprog,2020-11-07,2019-11-04
funr,2016-04-19,2015-09-24
funrar,2020-04-20,2016-07-15
funreg,2016-08-24,2014-06-21
funtimes,2020-11-27,2015-01-27
furniture,2021-02-20,2016-09-20
furrr,2021-01-29,2018-05-16
fusedest,2021-05-27,2019-08-27
FusedLasso,2014-09-05,2014-05-17
FusedPCA,2018-05-24,2013-10-09
fuser,2018-05-24,2017-08-18
fusionchartsR,2021-04-19,2020-09-23
FusionLearn,2019-03-09,2018-03-01
futile,2013-02-04,2009-04-15
futile.any,2020-04-11,2010-04-06
futile.logger,2016-07-10,2010-04-06
futile.matrix,2020-04-11,2010-04-06
futile.options,2018-04-21,2010-04-06
futile.paradigm,2012-02-06,2010-08-10
fUtilities,2011-11-18,2007-10-02
futility,2019-04-11,2017-07-29
future,2020-12-10,2015-06-19
future.apply,2021-01-04,2018-01-15
future.BatchJobs,2021-01-08,2016-06-26
