Package,Score,RStudio,Days up,Total dl,Median dl,Mean dl
PCAmatchR,-0.14,0,411,5603,13,14
EcotoneFinder,-0.14,0,198,2579,12,13
boutliers,-0.14,0,217,2842,13,13
cursr,-0.14,0,149,1908,13,13
CNAIM,-0.14,0,247,3260,13,13
mapchina,-0.14,0,253,3344,13,13
EventDetectGUI,-0.14,0,432,5904,13,14
ergmclust,-0.14,0,128,1624,13,13
MedLEA,-0.14,0,60,731,10,12
presize,-0.14,0,280,3723,12,13
provDebugR,-0.14,0,112,1410,12,12
VSdecomp,-0.14,0,112,1410,13,12
caliver,-0.14,0,110,1383,12,12
eFRED,-0.14,0,145,1852,12,13
ccrtm,-0.14,0,103,1290,12,12
grmsem,-0.14,0,131,1663,12,13
webdeveloper,-0.14,0,124,1569,12,13
GWpcor,-0.14,0,401,5448,12,14
CovidMutations,-0.14,0,264,3494,12,13
iccCounts,-0.14,0,8,95,9,11
treeducken,-0.14,0,246,3241,12,13
OptCirClust,-0.14,0,182,2354,12,13
matman,-0.14,0,407,5532,12,14
flair,-0.14,0,412,5602,13,14
gtfstools,-0.15,0,106,1328,12,12
dsmisc,-0.15,0,273,3617,12,13
MolgenisAuth,-0.15,0,215,2807,12,13
covid19sf,-0.15,0,202,2627,12,13
MLVSBM,-0.15,0,119,1500,12,12
SteppedPower,-0.15,0,125,1580,12,13
zoomGroupStats,-0.15,0,27,318,8,11
dmbc,-0.15,0,362,4878,12,13
R6P,-0.15,0,141,1794,13,13
fcci,-0.15,0,64,780,10,12
gconsensus,-0.15,0,271,3586,12,13
squashinformr,-0.15,0,404,5481,12,14
SignacX,-0.15,0,100,1247,12,12
jordan,-0.15,0,62,754,10,12
mojson,-0.15,0,118,1485,12,12
CausalMBSTS,-0.15,0,218,2844,12,13
treetop,-0.15,0,99,1233,12,12
tidyREDCap,-0.15,0,512,7042,13,14
shiny.worker,-0.15,0,139,1764,12,13
RMSNumpress,-0.15,0,210,2731,12,13
gkgraphR,-0.15,0,309,4115,12,13
shinyypr,-0.15,0,475,6498,13,14
ECTTDNN,-0.15,0,138,1750,12,13
maclogp,-0.15,0,48,576,10,12
EEMDelm,-0.15,0,146,1857,12,13
hover,-0.15,0,293,3887,12,13
concorR,-0.15,0,371,4994,12,13
adapt4pv,-0.15,0,350,4694,12,13
yamlme,-0.15,0,175,2248,13,13
mixpoissonreg,-0.15,0,91,1126,12,12
rD3plot,-0.15,0,62,752,10,12
stokes,-0.15,0,446,6069,12,14
repmod,-0.15,0,79,970,11,12
corrarray,-0.15,0,287,3798,12,13
singleCellHaystack,-0.15,0,343,4589,12,13
corona,-0.15,0,259,3405,12,13
algo,-0.15,0,350,4688,12,13
wiad,-0.15,0,117,1467,12,12
rameritrade,-0.15,0,237,3098,12,13
td,-0.15,0,118,1479,11,12
aos,-0.15,0,406,5483,13,13
eemdTDNN,-0.15,0,141,1785,12,13
JOPS,-0.15,0,107,1333,12,12
PheVis,-0.15,0,113,1412,12,12
sarsop,-0.15,0,348,4651,13,13
tradepolicy,-0.15,0,13,151,6,11
cdmTools,-0.15,0,27,316,8,11
mfdb,-0.15,0,421,5691,12,13
mcmcsae,-0.15,0,281,3703,12,13
flipdownr,-0.15,0,228,2966,12,13
tidyseurat,-0.15,0,271,3563,9,13
dbnlearn,-0.15,0,314,4166,13,13
tilemaps,-0.15,0,355,4745,13,13
ResearchAssociate,-0.15,0,196,2525,12,13
elaborator,-0.15,0,450,6104,13,14
multivar,-0.15,0,343,4572,12,13
quantdr,-0.15,0,245,3197,12,13
GARCHIto,-0.15,0,268,3516,13,13
crispRdesignR,-0.15,0,379,5079,12,13
disdat,-0.15,0,265,3472,12,13
transplantr,-0.15,0,519,7091,13,14
image.libfacedetection,-0.15,0,317,4198,13,13
isoreader,-0.16,0,217,2807,12,13
psborrow,-0.16,0,5,61,7,10
EDOtrans,-0.16,0,97,1197,11,12
healthyverse,-0.16,0,112,1393,13,12
moexer,-0.16,0,128,1604,12,12
TeachHist,-0.16,0,62,747,10,12
composits,-0.16,0,252,3286,12,13
ec50estimator,-0.16,0,267,3494,12,13
sfcr,-0.16,0,152,1922,12,13
cascadess,-0.16,0,191,2448,12,13
pkgndep,-0.16,0,384,5138,12,13
dumbbell,-0.16,0,104,1286,11,12
copulareg,-0.16,0,107,1325,11,12
pcds,-0.16,0,466,6308,12,14
DSWE,-0.16,0,149,1880,12,13
image.CannyEdges,-0.16,0,312,4115,12,13
html2R,-0.16,0,267,3487,12,13
REPPlabShiny,-0.16,0,247,3210,12,13
atakrig,-0.16,0,513,6978,14,14
communication,-0.16,0,104,1284,12,12
RWmisc,-0.16,0,111,1375,12,12
contTimeCausal,-0.16,0,0,9,9,9
dmri.tracking,-0.16,0,0,9,9,9
zipsae,-0.16,0,0,9,9,9
ProcData,-0.16,0,393,5249,10,13
lmtp,-0.16,0,326,4303,12,13
ORTSC,-0.16,0,119,1478,12,12
OTrecod,-0.16,0,131,1636,12,12
tipitaka,-0.16,0,260,3383,12,13
regmedint,-0.16,0,394,5260,12,13
shinyRadioMatrix,-0.16,0,146,1834,12,12
FertBoot,-0.16,0,326,4299,12,13
EigenR,-0.16,0,196,2505,12,13
newscatcheR,-0.16,0,376,5002,12,13
FMCCSD,-0.16,0,421,5640,12,13
TensorTest2D,-0.16,0,216,2776,11,13
wowa,-0.16,0,124,1542,12,12
scMappR,-0.16,0,462,6223,12,13
runes,-0.16,0,473,6377,13,13
OneStep,-0.16,0,331,4360,12,13
ctgdist,-0.16,0,303,3969,12,13
spiR,-0.16,0,503,6801,12,13
iForecast,-0.16,0,217,2784,12,13
DetLifeInsurance,-0.16,0,337,4442,12,13
robservable,-0.16,0,252,3262,12,13
microservices,-0.16,0,98,1200,11,12
pould,-0.16,0,420,5612,14,13
LongituRF,-0.16,0,282,3675,13,13
modchart,-0.16,0,331,4355,12,13
survMS,-0.16,0,54,641,11,12
glow,-0.16,0,282,3673,12,13
PSS.Health,-0.16,0,209,2672,12,13
fishbc,-0.16,0,370,4900,12,13
RolWinMulCor,-0.16,0,393,5224,12,13
QF,-0.16,0,210,2685,12,13
ecochange,-0.17,0,239,3079,12,13
nmaplateplot,-0.17,0,173,2185,12,13
rcompendium,-0.17,0,77,929,11,12
cmaRs,-0.17,0,107,1314,12,12
domir,-0.17,0,100,1223,11,12
sanzo,-0.17,0,514,6940,13,13
tidyMicro,-0.17,0,438,5854,12,13
treeheatr,-0.17,0,357,4708,12,13
cvCovEst,-0.17,0,115,1416,11,12
novelforestSG,-0.17,0,112,1377,11,12
ghee,-0.17,0,90,1093,11,12
ExtremeRisks,-0.17,0,398,5281,12,13
rheroicons,-0.17,0,103,1260,11,12
R2019nCoV,-0.17,0,466,6245,12,13
keys,-0.17,0,233,2990,12,13
dialectR,-0.17,0,20,229,9,11
codebreaker,-0.17,0,209,2664,13,13
registr,-0.17,0,450,6016,12,13
ChineseNames,-0.17,0,69,826,11,12
wordpiece,-0.17,0,118,1454,12,12
gigg,-0.17,0,92,1118,11,12
fusionchartsR,-0.17,0,259,3344,12,13
feamiR,-0.17,0,141,1755,12,12
mosaic.find,-0.17,0,392,5193,12,13
RegKink,-0.17,0,55,651,10,12
IBMPopSim,-0.17,0,235,3015,12,13
DMTL,-0.17,0,111,1362,12,12
ferrn,-0.17,0,84,1015,12,12
nimbleSCR,-0.17,0,293,3809,12,13
gargoyle,-0.17,0,104,1271,12,12
regtomean,-0.17,0,131,1622,12,12
MMD,-0.17,0,134,1661,12,12
weed,-0.17,0,79,951,11,12
estimraw,-0.17,0,328,4291,12,13
cpss,-0.17,0,198,2511,12,13
fmerPack,-0.17,0,128,1582,12,12
CFAcoop,-0.17,0,196,2484,12,13
drought,-0.17,0,228,2916,12,13
salbm,-0.17,0,15,171,6,11
wdnr.gis,-0.17,0,96,1167,12,12
image.LineSegmentDetector,-0.17,0,317,4136,12,13
sta,-0.17,0,112,1373,13,12
Rthingsboard,-0.17,0,145,1804,12,12
vivid,-0.17,0,61,724,10,12
ParallelDSM,-0.17,0,217,2765,12,13
migrate,-0.17,0,197,2495,12,13
nightmares,-0.17,0,273,3527,12,13
DGEobj.utils,-0.17,0,42,490,9,11
onemapsgapi,-0.17,0,489,6551,13,13
cyclomort,-0.17,0,293,3800,12,13
shinypanels,-0.17,0,500,6706,13,13
Trendtwosub,-0.17,0,121,1488,11,12
clevr,-0.17,0,187,2359,12,13
txshift,-0.17,0,257,3305,12,13
featureflag,-0.17,0,111,1358,12,12
BOJ,-0.17,0,380,5006,12,13
pda,-0.17,0,198,2505,12,13
MDBED,-0.17,0,474,6331,12,13
hmmr,-0.17,0,13,148,7,11
footprint,-0.17,0,154,1919,13,12
RAEN,-0.17,0,142,1761,12,12
twn,-0.17,0,295,3822,12,13
dematel,-0.17,0,107,1305,12,12
microsimulation,-0.17,0,81,973,11,12
SimSurvey,-0.17,0,273,3518,12,13
hySpc.testthat,-0.17,0,350,4580,9,13
roistats,-0.17,0,92,1112,12,12
T4cluster,-0.17,0,259,3326,12,13
arealDB,-0.17,0,343,4481,12,13
VDSM,-0.17,0,54,635,9,12
FuncNN,-0.17,0,267,3433,12,13
hmma,-0.17,0,427,5653,12,13
tidyvpc,-0.17,0,440,5836,12,13
GenHMM1d,-0.17,0,139,1718,12,12
fmf,-0.17,0,279,3596,12,13
EMDSVRhybrid,-0.17,0,151,1875,12,12
nbTransmission,-0.17,0,331,4311,12,13
GGClassification,-0.17,0,425,5622,12,13
pdi,-0.17,0,294,3800,12,13
NonlinearTSA,-0.17,0,366,4795,12,13
CSMES,-0.17,0,473,6298,13,13
sivs,-0.17,0,246,3144,12,13
PortalHacienda,-0.17,0,361,4724,12,13
cpsvote,-0.18,0,216,2737,12,13
coro,-0.18,1,182,18362,92,100
rKOMICS,-0.18,0,112,1365,13,12
DGEobj,-0.18,0,184,2308,11,12
pmetar,-0.18,0,273,3507,11,13
EMDANNhybrid,-0.18,0,146,1806,12,12
penalizedclr,-0.18,0,48,560,10,11
mapboxer,-0.18,0,217,2748,12,13
MonteCarloSEM,-0.18,0,260,3329,12,13
TDAkit,-0.18,0,90,1083,12,12
postGGIR,-0.18,0,100,1210,11,12
svplots,-0.18,0,63,744,10,12
rstoat,-0.18,0,91,1095,11,12
FSK2R,-0.18,0,392,5146,12,13
ojsr,-0.18,0,411,5411,12,13
starvars,-0.18,0,401,5271,12,13
intensegRid,-0.18,0,209,2638,12,13
metabolic,-0.18,0,257,3285,12,13
IFAA,-0.18,0,217,2745,12,13
netmhc2pan,-0.18,0,203,2557,12,13
spsUtil,-0.18,0,113,1375,11,12
mcreplicate,-0.18,0,78,930,10,12
mapaccuracy,-0.18,0,111,1349,12,12
TAF,-0.18,0,63,743,10,12
invacost,-0.18,0,173,2157,12,12
shinyfilter,-0.18,0,189,2369,12,12
rpls,-0.18,0,458,6064,12,13
surf,-0.18,0,64,755,10,12
LinearDetect,-0.18,0,83,992,10,12
hadron,-0.18,0,340,4415,12,13
gerbil,-0.18,0,78,929,10,12
clusTransition,-0.18,0,107,1296,12,12
simplextree,-0.18,0,280,3590,12,13
lineup2,-0.18,0,215,2712,12,13
image.dlib,-0.18,0,317,4095,12,13
TidyMultiqc,-0.18,0,61,717,10,12
condTruncMVN,-0.18,0,265,3385,12,13
tm.plugin.koRpus,-0.18,0,162,2008,12,12
sdetorus,-0.18,0,282,3615,11,13
shinysurveys,-0.18,0,110,1333,12,12
intervalaverage,-0.18,0,321,4147,12,13
gnomonicM,-0.18,0,212,2669,12,13
comparator,-0.18,0,181,2257,12,12
GMZTests,-0.18,0,208,2615,12,13
pluralize,-0.18,0,365,4751,11,13
swfscDAS,-0.18,0,344,4461,12,13
ROOPSD,-0.18,0,287,3680,12,13
lambdaTS,-0.18,0,78,927,11,12
RFmerge,-0.18,0,517,6878,13,13
mvGPS,-0.18,0,265,3380,12,13
netseg,-0.18,0,112,1357,12,12
nzffdr,-0.18,0,92,1102,12,12
discoverableresearch,-0.18,0,242,3067,12,13
lwqs,-0.18,0,97,1165,11,12
GCSM,-0.18,0,222,2798,11,13
mixComp,-0.18,0,203,2544,11,12
shinydrive,-0.18,0,149,1833,12,12
FuzzyQ,-0.18,0,155,1911,12,12
srt,-0.18,0,191,2384,12,12
gamlss.foreach,-0.18,0,82,975,11,12
drhur,-0.18,0,222,2795,12,13
IVYplot,-0.18,0,113,1367,12,12
hlidacr,-0.18,0,97,1163,11,12
fastRG,-0.18,0,103,1239,12,12
MCPtests,-0.18,0,238,3007,12,13
meantables,-0.18,0,310,3981,12,13
mbr,-0.18,0,113,1366,12,12
VEwaning,-0.18,0,62,726,10,12
rADA,-0.18,0,78,924,11,12
interacCircos,-0.18,0,139,1700,12,12
readtextgrid,-0.18,0,478,6305,13,13
selfmade,-0.18,0,55,640,9,11
fdaPOIFD,-0.18,0,147,1803,12,12
ChangePointTaylor,-0.19,0,365,4732,12,13
PNWColors,-0.19,0,362,4690,12,13
s2net,-0.19,0,513,6794,12,13
oreo,-0.19,0,91,1086,11,12
modgetxl,-0.19,0,346,4468,12,13
mlrintermbo,-0.19,0,100,1199,12,12
greekLetters,-0.19,0,338,4356,12,13
eponge,-0.19,0,442,5793,12,13
segregatr,-0.19,0,55,639,10,11
MGDrivE2,-0.19,0,228,2866,12,13
ciu,-0.19,0,201,2507,12,12
PAsso,-0.19,0,331,4257,12,13
LifeInsuranceContracts,-0.19,0,260,3294,12,13
densitr,-0.19,0,428,5594,12,13
outsider,-0.19,0,182,2256,12,12
HeckmanEM,-0.19,0,201,2506,12,12
mecor,-0.19,0,146,1785,12,12
mnt,-0.19,0,412,5365,12,13
metro,-0.19,0,100,1196,11,12
hierBipartite,-0.19,0,113,1360,12,12
rbace,-0.19,0,272,3449,12,13
SNSchart,-0.19,0,63,735,10,11
starvz,-0.19,0,281,3570,12,13
rvmethod,-0.19,0,370,4782,12,13
eltr,-0.19,0,144,1757,12,12
ravelRy,-0.19,0,476,6249,12,13
pafr,-0.19,0,183,2264,11,12
comsimitv,-0.19,0,230,2885,12,12
dyngen,-0.19,0,272,3447,11,13
jlsm,-0.19,0,113,1359,12,12
rando,-0.19,0,113,1359,12,12
nbapalettes,-0.19,0,153,1872,12,12
dCUR,-0.19,0,244,3070,12,13
unnest,-0.19,0,260,3282,12,13
pathmodelfit,-0.19,0,295,3753,12,13
text,-0.19,0,198,2458,11,12
ecostats,-0.19,0,210,2613,12,12
stochvolTMB,-0.19,0,280,3546,12,13
MNB,-0.19,0,111,1330,12,12
GFisher,-0.19,0,138,1674,12,12
ra4bayesmeta,-0.19,0,47,539,10,11
densEstBayes,-0.19,0,252,3169,12,13
KnockoffScreen,-0.19,0,302,3839,12,13
MABOUST,-0.19,0,259,3261,11,13
optimalThreshold,-0.19,0,513,6742,12,13
table.glue,-0.19,0,252,3166,12,13
HyperG,-0.19,0,97,1152,11,12
TraitStats,-0.19,0,191,2359,12,12
xnet,-0.19,0,517,6793,12,13
geodimension,-0.19,0,194,2398,12,12
serp,-0.19,0,131,1582,12,12
PamBinaries,-0.19,0,280,3539,12,13
confintr,-0.19,0,370,4758,12,13
wflo,-0.19,0,441,5734,11,13
eyeRead,-0.19,0,306,3888,12,13
LIHKGr,-0.19,0,274,3457,12,13
latentgraph,-0.19,0,189,2331,12,12
MicroNiche,-0.19,0,496,6495,12,13
swfscAirDAS,-0.19,0,275,3469,12,13
Tendril,-0.19,0,484,6326,12,13
functiondepends,-0.19,0,218,2711,12,12
qape,-0.2,0,274,3454,12,13
r3PG,-0.2,0,394,5079,12,13
EnvExpInd,-0.2,0,229,2854,11,12
ProSGPV,-0.2,0,154,1874,12,12
VBsparsePCA,-0.2,0,117,1401,11,12
pmwg,-0.2,0,280,3531,12,13
KPC,-0.2,0,152,1847,12,12
DSjobtracker,-0.2,0,177,2170,12,12
lvmisc,-0.2,0,107,1274,10,12
ExpertChoice,-0.2,0,432,5596,12,13
encryptedRmd,-0.2,0,397,5115,12,13
dfrr,-0.2,0,265,3329,12,13
kernelPhil,-0.2,0,104,1236,11,12
ratPASTA,-0.2,0,407,5248,12,13
NBR,-0.2,0,440,5701,12,13
curephEM,-0.2,0,218,2703,12,12
lcra,-0.2,0,306,3874,12,13
Boptbd,-0.2,0,513,6708,13,13
secuTrialR,-0.2,0,411,5298,11,13
qpmadr,-0.2,0,307,3885,12,13
mediateP,-0.2,0,147,1779,12,12
geeCRT,-0.2,0,210,2596,11,12
freedom,-0.2,0,280,3522,12,13
SPORTSCausal,-0.2,0,71,825,10,11
rappsflyer,-0.2,0,79,923,10,12
xrnet,-0.2,0,467,6064,12,13
MPGE,-0.2,0,229,2844,12,12
natstrat,-0.2,0,14,155,5,10
ptvapi,-0.2,0,371,4746,12,13
secrettext,-0.2,0,474,6157,12,13
iIneq,-0.2,0,446,5770,12,13
pfica,-0.2,0,264,3305,12,12
pagoo,-0.2,0,117,1395,10,12
NNbenchmark,-0.2,0,271,3397,11,12
semverutils,-0.2,0,473,6138,12,13
CVrisk,-0.2,0,225,2785,12,12
motifr,-0.2,0,181,2211,11,12
ARCokrig,-0.2,0,336,4263,12,13
pureseqtmr,-0.2,0,314,3967,12,13
matricks,-0.2,0,472,6117,12,13
optinterv,-0.2,0,447,5772,12,13
eCAR,-0.2,0,146,1760,12,12
ICSsmoothing,-0.2,0,146,1760,12,12
ROMDB,-0.2,0,512,6667,12,13
miRecSurv,-0.2,0,257,3204,11,12
CausalQueries,-0.2,0,371,4732,12,13
mcvis,-0.2,0,371,4732,12,13
SAMBA,-0.2,0,475,6153,12,13
flashCard,-0.2,0,300,3775,12,13
studyStrap,-0.2,0,475,6151,12,13
RaSEn,-0.2,0,362,4607,12,13
USP,-0.2,0,205,2518,12,12
IPDfromKM,-0.2,0,210,2583,12,12
vectorwavelet,-0.2,0,147,1770,12,12
simgof,-0.2,0,133,1592,12,12
ef,-0.2,0,218,2687,12,12
tapnet,-0.2,0,132,1579,12,12
mashr,-0.2,0,365,4644,11,13
gde,-0.2,0,265,3305,12,12
MARSSVRhybrid,-0.2,0,151,1820,12,12
rhcoclust,-0.2,0,183,2231,11,12
tablesgg,-0.2,0,189,2308,11,12
metarep,-0.2,0,429,5510,12,13
MARSANNhybrid,-0.2,0,146,1755,12,12
strm,-0.2,0,219,2697,11,12
BayesGWQS,-0.2,0,362,4598,11,13
tvem,-0.2,0,196,2397,11,12
repello,-0.2,0,212,2605,12,12
sftrack,-0.21,0,216,2657,12,12
qcapower,-0.21,0,464,5986,12,13
functClust,-0.21,0,189,2306,12,12
mongopipe,-0.21,0,140,1678,12,12
BayesSurvival,-0.21,0,397,5070,11,13
GxEScanR,-0.21,0,253,3141,12,12
localScore,-0.21,0,106,1250,12,12
LPsmooth,-0.21,0,345,4366,12,13
FactorCopula,-0.21,0,271,3378,12,12
dipw,-0.21,0,191,2330,11,12
leontief,-0.21,0,280,3496,12,12
TREXr,-0.21,0,77,892,10,11
BayesSampling,-0.21,0,411,5256,12,13
gauseR,-0.21,0,260,3231,12,12
jmvReadWrite,-0.21,0,266,3310,12,12
CSIndicators,-0.21,0,33,368,9,11
shinyNotes,-0.21,0,490,6334,12,13
vcpen,-0.21,0,343,4334,12,13
lorenz,-0.21,0,281,3506,11,12
metaSurvival,-0.21,0,184,2237,12,12
pbixr,-0.21,0,374,4750,12,13
survSpearman,-0.21,0,131,1561,12,12
strand,-0.21,0,387,4925,12,13
fspe,-0.21,0,105,1235,11,12
hyperoverlap,-0.21,0,278,3464,12,12
relgam,-0.21,0,513,6643,12,13
powerLATE,-0.21,0,299,3742,12,12
sparseLRMatrix,-0.21,0,99,1160,12,12
verhoeff,-0.21,0,134,1597,13,12
fairsubset,-0.21,0,265,3290,12,12
func2vis,-0.21,0,303,3793,12,12
IMIX,-0.21,0,183,2221,10,12
pgTools,-0.21,0,135,1609,12,12
lavacreg,-0.21,0,113,1333,10,12
TCIU,-0.21,0,286,3565,12,12
realTimeSurv,-0.21,0,22,242,9,11
SynthETIC,-0.21,0,289,3604,11,12
D2MCS,-0.21,0,33,367,9,11
frechet,-0.21,0,355,4484,12,13
rorqual.morpho,-0.21,0,451,5782,12,13
DImodels,-0.21,0,251,3102,12,12
rsyncrosim,-0.21,0,370,4684,12,13
sorocs,-0.21,0,453,5808,12,13
winch,-0.21,0,247,3049,12,12
image.CornerDetectionF9,-0.21,0,317,3973,12,12
shinyIRT,-0.21,0,147,1758,12,12
ghypernet,-0.21,0,385,4882,12,13
spathial,-0.21,0,441,5639,12,13
sim2Dpredictr,-0.21,0,452,5787,12,13
shiny.pwa,-0.21,0,257,3176,12,12
TKCat,-0.21,0,97,1132,11,12
sgat,-0.21,0,103,1206,12,12
seecolor,-0.21,0,212,2589,12,12
EquiSurv,-0.21,0,259,3201,12,12
geoTS,-0.21,0,460,5892,12,13
image.Otsu,-0.21,0,317,3966,12,12
RaMS,-0.21,0,79,911,11,11
robomit,-0.21,0,267,3304,12,12
revulyticsR,-0.21,0,355,4471,12,13
motifcluster,-0.21,0,387,4900,12,13
KneeArrower,-0.21,0,258,3185,12,12
DeCAFS,-0.21,0,394,4994,11,13
tmhmm,-0.21,0,203,2469,12,12
lodr,-0.21,0,425,5411,12,13
ocs4R,-0.21,0,457,5845,12,13
PSSMCOOL,-0.21,0,397,5032,11,13
RespirAnalyzer,-0.21,0,104,1216,11,12
robustlm,-0.21,0,79,910,11,11
MLModelSelection,-0.21,0,446,5692,12,13
savonliquide,-0.21,0,184,2223,11,12
pestr,-0.21,0,140,1664,12,12
statnipokladna,-0.21,0,435,5540,11,13
sdcLog,-0.21,0,201,2440,11,12
UPG,-0.21,0,153,1827,12,12
noah,-0.21,0,142,1688,12,12
StabilizedRegression,-0.21,0,453,5780,12,13
mvnormalTest,-0.21,0,407,5158,11,13
shinyKnobs,-0.21,0,482,6174,12,13
simplegraphdb,-0.21,0,89,1030,11,11
ggmix,-0.21,0,446,5684,12,13
qtl2fst,-0.21,0,314,3914,12,12
packer,-0.21,0,232,2838,12,12
MixTwice,-0.22,0,138,1636,12,12
Rosenbrock,-0.22,0,451,5745,12,13
treestructure,-0.22,0,478,6111,12,13
nestr,-0.22,0,85,980,10,11
edwards97,-0.22,0,443,5636,12,13
sdafilter,-0.22,0,447,5690,12,13
guaguas,-0.22,0,348,4360,11,12
StrathE2E2,-0.22,0,336,4200,11,12
NPIstats,-0.22,0,113,1323,11,12
bayesbr,-0.22,0,348,4358,11,12
scSorter,-0.22,0,281,3472,11,12
pomcheckr,-0.22,0,44,491,10,11
EcoDiet,-0.22,0,461,5874,12,13
BayesianReasoning,-0.22,0,344,4303,12,12
reporter,-0.22,0,202,2445,11,12
ppgam,-0.22,0,429,5440,12,13
optimLanduse,-0.22,0,105,1223,12,12
PolicyPortfolios,-0.22,0,100,1161,12,11
Rcurvep,-0.22,0,153,1820,12,12
BreakPoints,-0.22,0,362,4538,12,13
geodrawr,-0.22,0,358,4483,12,12
LMoFit,-0.22,0,195,2352,11,12
isodistrreg,-0.22,0,79,905,10,11
pagemap,-0.22,0,278,3426,11,12
criticalpath,-0.22,0,124,1456,12,12
waves,-0.22,0,265,3255,12,12
rModeling,-0.22,0,478,6092,12,13
EDNE.EQ,-0.22,0,254,3109,12,12
surbayes,-0.22,0,399,5023,11,13
r6methods,-0.22,0,85,976,11,11
mxmmod,-0.22,0,438,5545,11,13
MGMM,-0.22,0,287,3538,12,12
stressaddition,-0.22,0,310,3839,12,12
FlyingR,-0.22,0,215,2603,11,12
tidygate,-0.22,0,338,4208,11,12
rawKS,-0.22,0,489,6231,12,13
MetaIntegration,-0.22,0,201,2423,11,12
nawtilus,-0.22,0,362,4525,12,12
SBmedian,-0.22,0,469,5958,12,13
bite,-0.22,0,413,5204,11,13
Riemann,-0.22,0,260,3182,11,12
lowpassFilter,-0.22,0,365,4562,11,12
MIDASwrappeR,-0.22,0,425,5362,12,13
rapsimng,-0.22,0,239,2909,11,12
gitear,-0.22,0,264,3233,12,12
visualpred,-0.22,0,228,2766,11,12
metaggR,-0.22,0,151,1787,12,12
mgee2,-0.22,0,219,2650,11,12
ICSKAT,-0.22,0,97,1119,11,11
IAcsSPCR,-0.22,0,198,2380,11,12
LassoGEE,-0.22,0,215,2597,12,12
NEONiso,-0.22,0,82,937,10,11
mdbr,-0.22,0,212,2558,11,12
extendedFamily,-0.22,0,393,4926,11,13
fsn,-0.22,0,205,2468,12,12
RCytoGPS,-0.22,0,202,2429,11,12
MrSGUIDE,-0.22,0,376,4698,12,12
gwasforest,-0.22,0,197,2365,11,12
hdpGLM,-0.22,0,212,2556,12,12
healthfinance,-0.22,0,228,2761,11,12
BaseSet,-0.22,0,210,2530,11,12
MRTSampleSizeBinary,-0.22,0,97,1117,11,11
scrappy,-0.22,0,151,1783,12,12
specmine.datasets,-0.23,0,201,2413,11,12
tboot,-0.23,0,312,3848,12,12
GroupBN,-0.23,0,404,5064,11,13
SDCNway,-0.23,0,260,3170,12,12
twangContinuous,-0.23,0,103,1189,11,11
tidyndr,-0.23,0,78,887,10,11
tktdjl2r,-0.23,0,210,2527,12,12
logib,-0.23,0,286,3507,12,12
lgrExtra,-0.23,0,105,1213,11,11
loewesadditivity,-0.23,0,442,5569,12,13
pepr,-0.23,0,370,4608,12,12
opdisDownsampling,-0.23,0,76,862,11,11
SCORNET,-0.23,0,209,2511,12,12
xmlr,-0.23,0,393,4908,11,12
r2rtf,-0.23,0,432,5426,11,13
rfieldclimate,-0.23,0,170,2015,12,12
wal,-0.23,0,196,2343,11,12
GSA.UN,-0.23,0,334,4125,12,12
miselect,-0.23,0,435,5462,12,13
covidregionaldata,-0.23,0,320,3940,12,12
rgrassdoc,-0.23,0,85,968,11,11
provGraphR,-0.23,0,506,6411,12,13
ricegeneann,-0.23,0,470,5927,12,13
msce,-0.23,0,223,2684,12,12
spsurv,-0.23,0,435,5458,11,13
postpack,-0.23,0,265,3223,11,12
pdxTrees,-0.23,0,296,3624,12,12
mobilityIndexR,-0.23,0,140,1638,12,12
starnet,-0.23,0,370,4592,11,12
lazysf,-0.23,0,207,2478,11,12
bellreg,-0.23,0,348,4300,11,12
insane,-0.23,0,217,2604,11,12
visachartR,-0.23,0,35,382,9,11
ScriptMapR,-0.23,0,261,3167,12,12
infinitefactor,-0.23,0,432,5409,11,12
vimpclust,-0.23,0,152,1784,12,12
IsoCheck,-0.23,0,441,5526,12,13
omicwas,-0.23,0,476,5993,12,13
rbw,-0.23,0,420,5246,12,12
WLinfer,-0.23,0,273,3319,11,12
NPMLEmix,-0.23,0,195,2322,11,12
ppdiag,-0.23,0,97,1109,12,11
isoSurv,-0.23,0,441,5521,11,12
prompter,-0.23,0,149,1745,12,12
RLumCarlo,-0.23,0,362,4475,11,12
gggap,-0.23,0,201,2396,11,12
salem,-0.23,0,216,2586,12,12
PEACH,-0.23,0,153,1794,12,12
libr,-0.23,0,182,2155,11,12
reliabilitydiag,-0.23,0,201,2394,11,12
FunWithNumbers,-0.23,0,247,2979,12,12
RSizeBiased,-0.23,0,72,809,10,11
groupr,-0.23,0,238,2863,12,12
MLMOI,-0.23,0,516,6514,12,13
GPP,-0.23,0,194,2304,11,12
eflm,-0.23,0,114,1312,10,11
specs,-0.23,0,338,4152,12,12
Spillover,-0.23,0,253,3052,12,12
ivitr,-0.23,0,271,3283,12,12
SSDL,-0.23,0,91,1034,11,11
survivalMPLdc,-0.23,0,239,2872,11,12
maxcombo,-0.23,0,182,2151,11,12
IgAScores,-0.23,0,281,3410,11,12
locationgamer,-0.23,0,173,2038,11,12
twowaytests,-0.24,0,196,2326,11,12
activatr,-0.24,0,145,1690,11,12
rutifier,-0.24,0,464,5808,12,12
ipADMIXTURE,-0.24,0,440,5489,12,12
mlquantify,-0.24,0,259,3124,11,12
gesttools,-0.24,0,183,2161,11,12
